2019-04-07 11:12:33,505 [main] INFO  c.e.b.e.blog.EgbootBlogApplication 50 - Starting EgbootBlogApplication on DESKTOP-6KL1BNP with PID 8888 (I:\IdeaProjects\springboot-everythinggrows\egboot-blog\target\classes started by MA in I:\IdeaProjects\springboot-everythinggrows\egboot-blog)
2019-04-07 11:17:10,089 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration$JdbcTemplateConfiguration' of type [org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration$JdbcTemplateConfiguration$$EnhancerBySpringCGLIB$$4f381bc7] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,095 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'jdbcTemplate' of type [org.springframework.jdbc.core.JdbcTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,101 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration$NamedParameterJdbcTemplateConfiguration' of type [org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration$NamedParameterJdbcTemplateConfiguration$$EnhancerBySpringCGLIB$$411912f7] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,105 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'namedParameterJdbcTemplate' of type [org.springframework.jdbc.core.namedparam.NamedParameterJdbcTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,107 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration' of type [org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration$$EnhancerBySpringCGLIB$$5691224a] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,111 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'spring.reactor-org.springframework.boot.autoconfigure.reactor.core.ReactorCoreProperties' of type [org.springframework.boot.autoconfigure.reactor.core.ReactorCoreProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,112 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.boot.autoconfigure.reactor.core.ReactorCoreAutoConfiguration' of type [org.springframework.boot.autoconfigure.reactor.core.ReactorCoreAutoConfiguration$$EnhancerBySpringCGLIB$$febeb23c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,112 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.boot.autoconfigure.task.TaskSchedulingAutoConfiguration' of type [org.springframework.boot.autoconfigure.task.TaskSchedulingAutoConfiguration$$EnhancerBySpringCGLIB$$ea6c6970] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,115 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'spring.task.scheduling-org.springframework.boot.autoconfigure.task.TaskSchedulingProperties' of type [org.springframework.boot.autoconfigure.task.TaskSchedulingProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,118 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'taskSchedulerBuilder' of type [org.springframework.boot.task.TaskSchedulerBuilder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,123 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration$DataSourceTransactionManagerConfiguration' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration$DataSourceTransactionManagerConfiguration$$EnhancerBySpringCGLIB$$e3ad85c9] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,125 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration$$EnhancerBySpringCGLIB$$4783ddab] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,126 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$EnableTransactionManagementConfiguration$CglibAutoProxyConfiguration' of type [org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$EnableTransactionManagementConfiguration$CglibAutoProxyConfiguration$$EnhancerBySpringCGLIB$$a292318a] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,127 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$EnableTransactionManagementConfiguration' of type [org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$EnableTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$c11b8c16] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,130 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$TransactionTemplateConfiguration' of type [org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$TransactionTemplateConfiguration$$EnhancerBySpringCGLIB$$35374a9c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,133 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'transactionTemplate' of type [org.springframework.transaction.support.TransactionTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,135 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.boot.autoconfigure.web.client.RestTemplateAutoConfiguration' of type [org.springframework.boot.autoconfigure.web.client.RestTemplateAutoConfiguration$$EnhancerBySpringCGLIB$$d1c2e6db] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,138 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'restTemplateBuilder' of type [org.springframework.boot.web.client.RestTemplateBuilder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,140 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration' of type [org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration$$EnhancerBySpringCGLIB$$4c14ed3c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,142 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'multipartResolver' of type [org.springframework.web.multipart.support.StandardServletMultipartResolver] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:10,185 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Starting ProtocolHandler ["http-nio-8088"]
2019-04-07 11:17:10,209 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 204 - Tomcat started on port(s): 8088 (http) with context path ''
2019-04-07 11:17:10,212 [main] INFO  c.e.b.e.blog.EgbootBlogApplication 59 - Started EgbootBlogApplication in 6.188 seconds (JVM running for 9.885)
2019-04-07 11:17:32,153 [http-nio-8088-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-04-07 11:17:32,153 [http-nio-8088-exec-2] INFO  o.s.web.servlet.DispatcherServlet 524 - Initializing Servlet 'dispatcherServlet'
2019-04-07 11:17:32,155 [http-nio-8088-exec-2] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.web.servlet.i18n.AcceptHeaderLocaleResolver' of type [org.springframework.web.servlet.i18n.AcceptHeaderLocaleResolver] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:32,157 [http-nio-8088-exec-2] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.web.servlet.theme.FixedThemeResolver' of type [org.springframework.web.servlet.theme.FixedThemeResolver] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:32,161 [http-nio-8088-exec-2] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.web.servlet.view.DefaultRequestToViewNameTranslator' of type [org.springframework.web.servlet.view.DefaultRequestToViewNameTranslator] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:32,209 [http-nio-8088-exec-2] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.web.servlet.support.SessionFlashMapManager' of type [org.springframework.web.servlet.support.SessionFlashMapManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-07 11:17:32,210 [http-nio-8088-exec-2] INFO  o.s.web.servlet.DispatcherServlet 546 - Completed initialization in 57 ms
2019-04-07 11:21:15,943 [http-nio-8088-exec-5] INFO  c.e.b.e.b.c.ArticleController 61 - artcleName:摄影的魅力,content:现在社会上人手一台照相机不稀罕，但在你按下快门的那一瞬间，你有没有想过摄影的意义到底是什么？有人说摄影是文明的手印，我非常同意这个比喻。因为它一出现就被深深地烙上了“平民化”的烙印。虽然摄影在很长的一段时间内是有钱人的“玩具”，有着贵族的血统，但它骨子里豪放不羁的的个性就决定了它终会“离家出走”，去抗争去搏击，在风云变幻的广阔天地里找到它的地位和作用，它迎合了当代文明进步的主流方向，有着强大的生命力。可是有时，你看到一些照片时，就好象感到被一颗无情的子弹狠狠地打击中你心口，那看不见的鲜血无情地流淌着，使你忍不住地捂住胸口呻吟着。此时，你并没有感到一丝的愉悦，而是感到有着一份沉重深深地压向你。摄影，此时面临着两条路的选择。一是艺术性，一是纪实性。而摄影师也面临一种迷惘，一种思考，一种痛苦。是把摄影当成个人的一种情愫的宣泄呢，如文学家的一支爬格子的笔？还是一种纯粹艺术创作，如画家手中多彩的画笔？要么，把它当成一个武器？一把手术刀？也许它有着多样性。就如文学中有着优美柔软的一面外，也有着饱含着力量和血泪的一面。但摄影最主要的意义是什么呢？它的魅力最迷人之处在那里体现呢？摄影是真实映象瞬间的定格，它的这个特性就注定和其它的艺术有着本质的不同。摄影是一瞬决定了永久。一个摄影师他终会苍老，会死去，但他拍的有意义的照片可能永远不会消失，是永久地生存。而照片后的故事可能会深深地打动着几代几代的人。摄影的魅力在于它的真实，在于它瞬间。照片背后的故事，瞬间以后的思考。这是摄影师的伟大，也是摄影师的责任。去寻找照片中所含的普遍性的意义，而真正的普通性的意义就是能打动人心的那一份真诚、那一份善良；那一份心痛的侧隐、那一份共鸣的唏嘘；那一份悲怆的激愤、那一份无言的感动。如果你能用相机去寻找那个普遍性的意义，那你就是一个摄影师。无论你是用着是什么型号的相机，无论你是拍得有没有艺术性和观赏性。 只要你的心去寻找了，你就是一个摄影师。这就是摄影的意义！
2019-04-07 11:21:16,459 [http-nio-8088-exec-5] INFO  c.e.boot.egboot.blog.dao.IndexDao 44 - tableName:eg_article_1============================================
2019-04-07 11:21:16,461 [http-nio-8088-exec-5] INFO  c.e.boot.egboot.blog.dao.IndexDao 45 - databaseType:everythinggrows_1=====================================================
2019-04-07 11:21:16,510 [http-nio-8088-exec-5] INFO  c.alibaba.druid.pool.DruidDataSource 928 - {dataSource-2} inited
2019-04-07 11:21:56,460 [http-nio-8088-exec-6] INFO  c.e.b.e.b.c.ArticleController 61 - artcleName:摄影的魅力,content:现在社会上人手一台照相机不稀罕，但在你按下快门的那一瞬间，你有没有想过摄影的意义到底是什么？有人说摄影是文明的手印，我非常同意这个比喻。因为它一出现就被深深地烙上了“平民化”的烙印。虽然摄影在很长的一段时间内是有钱人的“玩具”，有着贵族的血统，但它骨子里豪放不羁的的个性就决定了它终会“离家出走”，去抗争去搏击，在风云变幻的广阔天地里找到它的地位和作用，它迎合了当代文明进步的主流方向，有着强大的生命力。可是有时，你看到一些照片时，就好象感到被一颗无情的子弹狠狠地打击中你心口，那看不见的鲜血无情地流淌着，使你忍不住地捂住胸口呻吟着。此时，你并没有感到一丝的愉悦，而是感到有着一份沉重深深地压向你。摄影，此时面临着两条路的选择。一是艺术性，一是纪实性。而摄影师也面临一种迷惘，一种思考，一种痛苦。是把摄影当成个人的一种情愫的宣泄呢，如文学家的一支爬格子的笔？还是一种纯粹艺术创作，如画家手中多彩的画笔？要么，把它当成一个武器？一把手术刀？也许它有着多样性。就如文学中有着优美柔软的一面外，也有着饱含着力量和血泪的一面。但摄影最主要的意义是什么呢？它的魅力最迷人之处在那里体现呢？摄影是真实映象瞬间的定格，它的这个特性就注定和其它的艺术有着本质的不同。摄影是一瞬决定了永久。一个摄影师他终会苍老，会死去，但他拍的有意义的照片可能永远不会消失，是永久地生存。而照片后的故事可能会深深地打动着几代几代的人。摄影的魅力在于它的真实，在于它瞬间。照片背后的故事，瞬间以后的思考。这是摄影师的伟大，也是摄影师的责任。去寻找照片中所含的普遍性的意义，而真正的普通性的意义就是能打动人心的那一份真诚、那一份善良；那一份心痛的侧隐、那一份共鸣的唏嘘；那一份悲怆的激愤、那一份无言的感动。如果你能用相机去寻找那个普遍性的意义，那你就是一个摄影师。无论你是用着是什么型号的相机，无论你是拍得有没有艺术性和观赏性。 只要你的心去寻找了，你就是一个摄影师。这就是摄影的意义！
2019-04-07 11:21:56,664 [http-nio-8088-exec-6] INFO  c.e.boot.egboot.blog.dao.IndexDao 44 - tableName:eg_article_5============================================
2019-04-07 11:21:56,665 [http-nio-8088-exec-6] INFO  c.e.boot.egboot.blog.dao.IndexDao 45 - databaseType:everythinggrows_5=====================================================
2019-04-07 11:21:56,679 [http-nio-8088-exec-6] INFO  c.alibaba.druid.pool.DruidDataSource 928 - {dataSource-3} inited
2019-04-07 11:25:53,574 [http-nio-8088-exec-5] INFO  c.alibaba.druid.pool.DruidDataSource 928 - {dataSource-4} inited
2019-04-07 11:26:47,318 [http-nio-8088-exec-6] INFO  c.e.b.e.b.c.ArticleController 61 - artcleName:珍惜生命中的每一份缘,content:<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 茫茫人海，你我能够相遇都是一种缘分。每个人生下来，都在沿着各自的轨迹行走，我们能在千千万万人之中遇见，是多么的幸运。</p><p>　　每个人的一生中，都应该主动去追求过一次自己喜欢的人，和自己心中渴望拥有的一份幸福。余生不长，只和最喜欢最舒适的人在一起。</p><p>　　世界上有一种情，它不是爱情，却比爱情永恒，那是一份知己情，那是两颗透明的，没有秘密和距离的心永远的珍惜，那是无需掩饰却默契灵犀的一种情。</p><p>　　茫茫人海，多少人迎面而来，又匆匆擦肩而过，对自己的人生却没有任何影响和意义。一生阅人无数，只有最好的你留在我的心底。</p><p>　　一生中有个懂我牵挂我的人，才是最大的幸福。一份懂得和默默关注，一句适时的关心，就感动了生命，感动肺腑，震撼了内心。</p><p>　　我们是灵魂与灵魂的契合，我们是生命与生命的合一。红颜与蓝颜之间，那种精神的共鸣早已超越了世俗风尘。</p><p>　　纯真美丽的情，清澈见底的心，永远值得人去善待珍惜。任何时候你回头，我就站在你的身后，无论世事沧桑，我都会把你珍藏烙刻在心底。</p><p>　　只要有你，无论是漫步还是奔跑，都是最快乐最惬意的时光。我想和你并肩依靠在一起，和你一起看海，看山，看云卷云舒……</p><p>　　生命途经的意义，就是遇见了温暖贴心，真实诚挚的你。我们相互陪伴走过风雨崎岖，那份无言又无形的相伴，即是平凡也是传奇。</p><p>　　世间风景万千，总有一处暖了心，入了梦，让人久久回眸，梦绕魂牵。你藏在我记忆里的美好，你珍藏在我心底的那一份纯洁，永远不会被任何人代替。</p><p>　　人的一生当中，每天都会遇见不同的人，有的人成了过客，有的人成了知己。在洪流一般的人群中，找到一个和自己灵魂匹配的人是多么不容易。</p><p>　　时光之手过滤的都是泥沙，最好的都在最后留下。只要心与心贴近，相隔再远也不是距离，在牵挂的时光里深深说一声想念，愿你的眸光中永远有笑意。</p><p>　　古人说：“三月桃花，两人一马，明日天涯”.我多想，那是我们。此生与你同行，这芳菲的美丽足以让整个生命灿烂。</p><p>　　以后人生的长路牵着你的手慢慢走，即使有一天青春遥远，即使有一天失去所有，只要有你在身旁，那些和你共有的美好回忆和真实的过程，都足以感动潮湿了我的心。</p><p>　　如果生命注定是一场孤独的芬芳，也渴望与你弹拨出动人的心弦。只因心里一直装着一个美好纯净的世界，所以心底才安睡着一片心仪的海，我多想那是属于我们的深邃的宁静。</p><p>　　生命里总会遇到一个特别的人，当遇见他，会毫不犹豫把脚步放慢，把时光放缓。内心就会泛起一种特别的柔软和温情，甚至愿意将自己的一切和他去碰撞和交融……</p><p>　　苍茫世间，若有一人走进我的世界，为我停留，给我温暖安抚，懂我眼神，懂我落寞孤寂，懂我喜怒哀伤，懂我心酸隐忍，那些独写在深夜的忧伤寂寞的诗行，足以幸福到哭泣……</p><p>　　世间缘分万千，唯以心换心才能永远。良缘难寻，遇到了不要错过，拥有了定要珍惜。人生旅途上陪你一程的人很多，但能够陪你一生的人却寥寥无几。如果你真的为我动了心，如果我真的为你动了情，请与我不离不弃，共享悲欢……</p>
2019-04-07 11:26:47,574 [http-nio-8088-exec-6] INFO  c.e.boot.egboot.blog.dao.IndexDao 44 - tableName:eg_article_6============================================
2019-04-07 11:26:47,575 [http-nio-8088-exec-6] INFO  c.e.boot.egboot.blog.dao.IndexDao 45 - databaseType:everythinggrows_6=====================================================
2019-04-07 11:27:48,031 [http-nio-8088-exec-8] INFO  c.e.b.e.b.c.ArticleController 61 - artcleName:别忘了，你的世界我曾经来过,content:<p>别忘了你的世界我曾经来过，不是每个擦肩而过的人都会相识，也不是每个相识的人都会让人牵挂，至少我们在今生，在茫茫人海中，在遇到彼此的那一刻没有错过。在我们交流信息的时候，我们找到了自己觉得可以相知的缘分，诺大的空间里能和你相遇真的不容易，感谢缘分给了我们这次相遇相知。</p><p>　　别忘了你的世界我曾经来过，曾经我也带给你开心，曾经我也带给你轻松，曾经我也让你牵挂和惦记，曾经你也让我等待和期盼，也曾经我们都忘记了自己，体会那心跳的感觉和缠绵的相惜。</p><p>　　别忘了你的世界我曾经来过，不是每段情感都有美丽的回忆，也不是每段回忆都是那么的刻骨铭心，我们既然能相遇到相知，就让我们现在好好珍惜，因为你已经是我情不自禁的牵挂。</p><p>　　别忘了你的世界我曾经来过，当你在不开心的时候，我会陪你难过，当你不快乐的时候，我就是你的开心果，当你孤独的时候，有我在陪你说话，当你伤感的时候我会和你一样的忧郁，当你梦见我的时候，那是我在想你了……</p><p>　　别忘了你的世界我曾经来过，不要你给我太多，不要你的任何承诺，也不要你的任何责任，不要你能深深的记着我，不要你……但只要你偶尔的时候还会想起我，偶尔想起那个曾经和你真诚交流的我，那个曾经带给你微笑、给你忧伤的我。</p><p>　　别忘了，你的世界我曾经来过……</p>
2019-04-07 11:27:48,231 [http-nio-8088-exec-8] INFO  c.e.boot.egboot.blog.dao.IndexDao 44 - tableName:eg_article_7============================================
2019-04-07 11:27:48,231 [http-nio-8088-exec-8] INFO  c.e.boot.egboot.blog.dao.IndexDao 45 - databaseType:everythinggrows_7=====================================================
2019-04-07 11:27:48,244 [http-nio-8088-exec-8] INFO  c.alibaba.druid.pool.DruidDataSource 928 - {dataSource-5} inited
2019-04-07 11:29:44,201 [http-nio-8088-exec-5] INFO  c.e.b.e.b.c.ArticleController 61 - artcleName:自主研发大数据专用芯片,content:<p style="text-align: justify;">36氪从达博科技（DataBox）获悉，专注研发大数据专用芯片的科技公司「达博科技」已完成A轮融资，投后估值达5亿美元。</p><p style="text-align: justify;">近年来，随着集成电路制程工艺日益逼近物理极限，摩尔定律逐渐不可持续，采用专门设计的专用芯片对特定应用功能进行硬件加速，相比采用 CPU、 GPU这类通用处理器来实现这些应用功能， 可大幅优化服务器、交换机等 IT 设备与基础设施的性能、成本与功耗。</p><p style="text-align: justify;">无论是寒武纪、地平线等从事的 AI 芯片（用于 AI 硬件加速的专用芯片） ，还是比特大陆等从事的比特币矿机芯片（用于比特币挖矿硬件加速的专用芯片）， 都属于硬件加速专用芯片。</p><p style="text-align: justify;"><a href="http://www.data-box.com.cn/">达博科技（DataBox）</a>瞄准的则是大数据领域，自主研发并成功流片了大数据存储、计算、通信专用硬件加速芯片，提升企业现有大数据服务器的存储、计算、通信性能，减少整体服务器等设备采购数量，节约电费、带宽、场地等运维开支，从而大幅降低成本。</p><p style="text-align: justify;">相比于火热的AI芯片领域，大数据芯片是个低调但价值可能更高的领域。AI芯片更靠近应用层面，解决的是更细分领域的问题。而大数据芯片则更加底层，适用面和市场规模要大得多。另外AI芯片赛道竞争已较为激烈，大数据芯片则还是蓝海。</p><p style="text-align: justify;">大数据系统平台的关键瓶颈资源有四项：存储容量，硬盘I/O吞吐性能，网络吞吐性能，CPU负载。</p><p style="text-align: justify;">官方信息显示，基于DataBox芯片的软硬件一体化解决方案，客户大数据系统的存储容量、硬盘I/O吞吐性能、网络吞吐性能均可以在现有基础上提升1倍以上，CPU负载也可以通过释放软件优化技术占用的CPU时间得到大幅度降低（20%-80%不等，取决于应用场景）。<br></p><p style="text-align: justify;">在达博科技提供的一个案例中，该客户现有大数据服务器集群3万+台，每天新增10PB以上数据量，基于成本考虑仅保存30%左右，每年依然需要增加15000台服务器。针对客户现有的大数据系统，达博软硬件一体化方案可2倍提升存储容量，未来2年可减少3万+台服务器的采购，相当于为企业节省约30多亿元的采购运维整体成本。</p><p style="text-align: justify;">根据官方提供的信息，在中国互联网行业，半数 TOP 互联网巨头已进行 DataBox 产品 POC 测试，已有互联网巨头客户立项商用，另有多家互联网巨头也陆续进入商用立项流程。</p><p style="text-align: justify;">在中国电信运营商行业， DataBox 已在中国三大电信运营商完成产品 POC测试， 其中一家电信运营商在其大数据平台规模最大、技术水平最高的发达省份率先立项商用。另外两大电信运营商的发达省份也已进入商用立项阶段。</p><p style="text-align: justify;">达博科技于2016年6月成立于合肥，苏州、上海均设有办公室；创始团队拥有“学术+产业”双重背景，创始人董群峰是美国威斯康辛大学麦迪逊分校计算机科学博士，原中国科学技术大学计算机系正高级教授、博士生导师，华为公司计算体系结构首席科学家。</p>
2019-04-07 11:29:44,420 [http-nio-8088-exec-5] INFO  c.e.boot.egboot.blog.dao.IndexDao 44 - tableName:eg_article_8============================================
2019-04-07 11:29:44,420 [http-nio-8088-exec-5] INFO  c.e.boot.egboot.blog.dao.IndexDao 45 - databaseType:everythinggrows_0=====================================================
